來源,序號,業者代碼,國語,臺灣台語_羅馬字,臺灣台語_第二羅馬字,臺灣台語_漢字建議,臺灣台語_說明,臺灣客語_羅馬字,臺灣客語_漢字建議,臺灣客語_說明,音檔
公共設施,D0771,,後寮遊客中心,Āu-liâu Iû-kheh Tiong-sim,,,,heu liauˇ iuˇ hagˋ zungˊ ximˊ,,,D0771_後寮遊客中心.mp3
公共設施,D0772,,客公廟,Kheh-kong-biō,,,,kiedˋ gungˊmeu,,,D0772_客公廟.mp3
公共設施,D0773,,奎壁山地質公園,Ku-piah-suann Tuē-tsit Kong-hn̂g,,,,guiˊ biagˋ sanˊ ti ziidˋgungˊ ienˇ,,龜壁山地質公園,D0773_奎壁山地質公園.mp3
公共設施,D0774,,南鐵砧嶼,Lâm-thih-tiam-sū,,,,namˇ tiedˋ zemˊ iˊ,,,D0774_南鐵砧嶼.mp3
公共設施,D0775,,南嶼城,Lâm-hōo,,,南滬,namˇ iˊ sangˇ,,,D0775_南嶼城.mp3
公共設施,D0776,,南進指揮所,Lâm-tsìn Tsí-hui-sóo,,,,namˇ jin ziiˋ fiˊ soˋ,,,D0776_南進指揮所.mp3
公共設施,D0777,,南海遊客中心,Lâm-hái Iû-kheh Tiong-sim,,,,namˇ hoiˋ iuˇ hagˋ zungˊ ximˊ,,,D0777_南海遊客中心.mp3
公共設施,D0778,,青灣仙人掌公園,Tshing-uan Sian-jîn-tsióng Kong-hn̂g,,,,qiangˊ vanˇ xienˊ nginˇ zongˋ gungˊ ienˇ,,,D0778_青灣仙人掌公園.mp3
公共設施,D0779,,青螺溼地,Tshinn-lê Sip-tē,,,,qiangˊ loˇ siibˋ ti,,,D0779_青螺溼地.mp3
公共設施,D0780,,金嶼,Kim-sū,,,,gimˊ iˊ,,,D0780_金嶼.mp3
公共設施,D0781,,金瓜仔礁,Kim-kue-á-ta,,,,gimˊ guaˊ eˋ zeuˊ,,,D0781_金瓜仔礁.mp3
公共設施,D0782,,虎頭山,Hóo-thâu-suann,,,,fuˋ teuˇ sanˊ,,,D0782_虎頭山.mp3
公共設施,D0783,,虎井觀音公園,Hóo-tsínn Kuan-im Kong-hn̂g,,,,fuˋ jiangˋ gonˊ imˊ gungˊ ienˇ,,,D0783_虎井觀音公園.mp3
公共設施,D0784,,花嶼燈塔,Hue-sū Ting-thah,,,,faˊ iˊ denˊtoiˇ,,花嶼燈臺,D0784_花嶼燈塔.mp3
公共設施,D0785,,花嶼,Hue-sū,,,,faˊ iˊ,,,D0785_花嶼.mp3
公共設施,D0786,,狗沙仔礁,Káu-sua-á-ta,,,,geuˋ saˊ eˋ zeuˊ,,,D0786_狗沙仔礁.mp3
公共設施,D0787,,林投公園,Nâ-tâu Kong-hn̂g,,,,naˇ deuˇ gungˊ ienˇ,,,D0787_林投公園.mp3
公共設施,D0788,,東嶼坪嶼,Tang-sū-phîng-sū,,,,dungˊ  iˊ piangˇ iˊ,,,D0788_東嶼坪嶼.mp3
公共設施,D0789,,東衛呂丁思古宅,Tang-uē Lū Ting-su Kóo-tshù,,,,dungˊ  vi liˊ denˊ siiˊ loˋvugˋ,,東衛呂丁思老屋,D0789_東衛呂丁思古宅.mp3
公共設施,D0790,,東吉嶼燈塔,Tang-kiat-sū Ting-thah,,,,dungˊ gidˋ  iˊ denˊ toiˇ,,東吉嶼燈臺,D0790_東吉嶼燈塔.mp3
公共設施,D0791,,東吉嶼,Tang-kiat-sū,,,,dungˊ gidˋ iˊ,,,D0791_東吉嶼.mp3
公共設施,D0792,,屈爪嶼,Khut-jiáu-sū,,,,kudˋ  zauˋ iˊ,,,D0792_屈爪嶼.mp3
公共設施,D0793,,孤拔紀念碑,Koo-pua̍t Kì-liām-pi,,,,guˊ pad gi ngiam biˊ,,,D0793_孤拔紀念碑.mp3
公共設施,D0794,,姑婆嶼,Koo-pô-sū,,,,guˊ poˇ iˊ,,,D0794_姑婆嶼.mp3
公共設施,D0795,,赤馬青少年育樂園區,Tshiah-má Tshing-siàu-liân Io̍k-lo̍k Hn̂g-khu,,,,cagˋ maˊ qiangˊ seu ngienˇ iugˋ log ienˇ kiˊ,,,D0795_赤馬青少年育樂園區.mp3
公共設施,D0796,,沙港古厝,Sua-káng Kóo-tshù,,,,saˊ gongˋ loˋ vugˋ,,沙港老屋,D0796_沙港古厝.mp3
公共設施,D0797,,岐頭親水公園,Kî-thâu Tshin-tsuí Kong-hn̂g,,,,gia teuˇ qinˊ suiˋ gungˊ ienˇ,,,D0797_岐頭親水公園.mp3
公共設施,D0798,,岐頭遊客中心,Kî-thâu Iû-kheh Tiong-sim,,,,gia teuˇ iuˇ hagˋ zungˊ ximˊ,,,D0798_岐頭遊客中心.mp3
公共設施,D0799,,西嶼東臺,Sai-sū Tang-tâi,,,,xiˊ iˊ dungˊ toiˇ,,,D0799_西嶼東臺.mp3
公共設施,D0800,,西嶼坪嶼,Sai-sū-phîng-sū,,,,xiˊ iˊ piangˇ iˊ,,,D0800_西嶼坪嶼.mp3
公共設施,D0801,,西嶼西臺,Sai-sū Se-tâi,,,,xiˊ iˊ xiˊ toiˇ,,,D0801_西嶼西臺.mp3
公共設施,D0802,,西嶼內垵塔公塔婆,Sai-sū Lāi-uann Thah-kong Thah-pô,,,,xiˊ iˊ nui onˊ tabˋ gungˊ tabˋ poˇ,,,D0802_西嶼內垵塔公塔婆.mp3
公共設施,D0803,,西崁山,Sai-khàm-suann,,,,xiˊ kam sanˊ,,,D0803_西崁山.mp3
公共設施,D0804,,池西柱狀玄武岩,Sió-tî-kak Hiân-bú-gâm,,,小池角玄武岩,ciiˇ xiˊ cuˊ cong hienˇ vuˋ ngamˇ,,,D0804_池西柱狀玄武岩.mp3
公共設施,D0805,,吉貝遊客中心,Ka-puè Iû-kheh Tiong-sim,,,,gidˋ bi iuˇ hagˋ zungˊ ximˊ,,,D0805_吉貝遊客中心.mp3
公共設施,D0806,,吉貝石滬群,Ka-puè Tsio̍h-hōo-kûn,,,,gidˋ bi sag vunˊ kiunˇ,,吉貝石塭群,D0806_吉貝石滬群.mp3
公共設施,D0807,,目斗嶼燈塔,Ba̍k-táu-sū Ting-thah,,,,mugˋ deuˋ iˊ denˊtoiˇ,,目斗嶼燈臺,D0807_目斗嶼燈塔.mp3
公共設施,D0808,,外垵餌砲,Guā-uann Ní-phàu,,,,ngoi onˊ ngiˋ pau,,,D0808_外垵餌砲.mp3
公共設施,D0809,,北鐵鉆嶼,Pak-thih-tiam-sū,,,,bedˋ tiedˋ zemˊ iˊ,,北鐵砧嶼,D0809_北鐵鉆嶼.mp3
公共設施,D0810,,北海遊客中心,Pak-hái Iû-kheh Tiong-sim,,,,bedˋ hoiˋ iuˇ hagˋ zungˊ ximˊ,,,D0810_北海遊客中心.mp3
公共設施,D0811,,牛姆坪,Gû-bó-pênn,,,,ngiuˇ maˇ piangˇ,,牛嫲坪,D0811_牛姆坪.mp3
公共設施,D0812,,牛心山,Gû-sim-suann,,,,ngiuˇ  ximˊ sanˊ,,,D0812_牛心山.mp3
公共設施,D0813,,文澳城隍廟,Bûn-ò Sîng-hông-biō,,,,vunˇ o sangˇ fongˇ meu,,,D0813_文澳城隍廟.mp3
公共設施,D0814,,天台山,Thian-tâi-suann,,,,tienˊ toiˇ sanˊ,,,D0814_天台山.mp3
公共設施,D0815,,天人湖,Thian-jîn-ôo,,,,tienˊ nginˇ fuˇ,,,D0815_天人湖.mp3
公共設施,D0816,,內垵觀音山,Lāi-uann Kuan-im-suann,,,,nui onˊ gonˊ imˊ sanˊ,,,D0816_內垵觀音山.mp3
公共設施,D0817,,內垵沙灘,Lāi-uann Hái-sua-kinn,,,內垵海沙墘,nui onˊ saˊ tanˊ,,,D0817_內垵沙灘.mp3
公共設施,D0818,,五德餌砲,Ngóo-tik Ní-phàu,,,,ngˋ dedˋ ngiˋ pau,,,D0818_五德餌砲.mp3
公共設施,D0819,,五孔頂砲臺,Gōo-khang-tíng Phàu-tâi,,,,ngˋ kungˋ dangˋ pau toiˇ,,,D0819_五孔頂砲臺.mp3
公共設施,D0820,,中央老街,Ē-kue,,,下街,zungˊ  iongˊ loˋ gieˊ,,,D0820_中央老街.mp3
公共設施,D0821,,中屯風力園區,Tiong-tun Hong-li̍k Hn̂g-khu,,,,zungˊ tunˇ fungˊ lid ienˇ kiˊ,,,D0821_中屯風力園區.mp3
公共設施,D0822,,山水沙灘,San-suí Hái-sua-kinn,,,水山海沙墘,sanˊ suiˋ saˊ tanˊ,,,D0822_山水沙灘.mp3
公共設施,D0823,,小門地質探索館,Sió-mn̂g Tuē-tsit-kuán,,,小門地質館,seuˋ munˇ ti ziidˋ tam sogˋ gonˋ,,,D0823_小門地質探索館.mp3
公共設施,D0824,,大義宮,Tuā-gī-king,,,,tai ngi giungˊ,,,D0824_大義宮.mp3
公共設施,D0825,,大獅風景區,Tsio̍h-sai,,,石獅,tai siiˊ fungˊ ginˋ kiˊ,,,D0825_大獅風景區.mp3
公共設施,D0826,,下巷,Ē-hāng,,,,haˊ hong,,,D0826_下巷.mp3
公共設施,D0827,,三十人公廟,Sann-tsa̍p-lâng-kong (Lâm-poo-biō),,,三十人公(南埔廟),samˊ siib nginˇ gungˊ meu,,,D0827_三十人公廟.mp3
公共設施,D0828,,七美雙心石滬,Siang-sim Tsio̍h-hōo,,,雙心石滬,qidˋ miˊ sungˊ ximˊ sag vunˊ,,七美雙心石塭,D0828_七美雙心石滬.mp3
公共設施,D0829,,七美燈塔,Tshit-bí Ting-lâu,,,七美燈樓,qidˋ miˊ denˊ toiˇ,,七美燈臺,D0829_七美燈塔.mp3
公共設施,D0830,,七美人塚,Tshit-bí-jîn,,,七美人,qidˋ miˊ nginˇ cungˋ,,,D0830_七美人塚.mp3
公共設施,D0831,,菓葉觀日樓,Ké-hio̍h Kuan-ji̍t-lâu,,,,goˋ iab gonˊ ngidˋ leuˇ,,,D0831_菓葉觀日樓.mp3
公共設施,D0832,,𩵺鯉灣,Ke--ê,,,（漢字不明）,ngied liˊ vanˇ,,,D0832_月鯉灣.mp3
公共設施,D0833,,雙龍潭,Siang-liông-thâm,,,,sungˊ liungˇ tamˇ,,,D0833_雙龍潭.mp3
公共設施,D0834,,雙湖園,Siang-ôo-hn̂g,,,,sungˊ fuˇ ienˇ,,,D0834_雙湖園.mp3
公共設施,D0835,,澎湖遊客中心,Phînn-ôo Iû-kheh Tiong-sim,,,,piangˇ fuˇ iuˇ hagˋ zungˊ ximˊ,,,D0835_澎湖遊客中心.mp3
公共設施,D0836,,澎湖開拓館(澎湖廳廳長官舍),Phînn-ôo Khai-thok-kuán (Phînn-ôo-thiann Thiann-tiúnn Kuann-sià),,,,piangˇ fuˇkoiˊ togˋ gonˋ(piangˇ fuˇ tangˊ tangˊ zongˋ gonˊ sa),,,D0836_澎湖開拓館(澎湖廳廳長官舍).mp3
公共設施,D0837,,澎湖海洋地質公園中心,Phînn-ôo Hái-iûnn Tuē-tsit Kong-hn̂g Tiong-sim,,,,piangˇ fuˇ hoi iongˇ ti ziidˋ gungˊ ienˇ zungˊ ximˊ,,,D0837_澎湖海洋地質公園中心.mp3
公共設施,D0838,,網垵口沙灘,Bāng-uann-kháu Hái-sua-kinn,,,網垵口海沙墘,miongˋ onˊ heuˋ saˊ tanˊ,,,D0838_網垵口沙灘.mp3
公共設施,D0839,,綠蠵龜觀光保育中心,Ku-piah Kuan-kong Pó-io̍k Tiong-sim,,,龜鼊觀光保育中心,liug hiˊ guiˊ gonˊ gongˊ boˋ iugˋ zungˊ ximˊ,,,D0839_綠蠵龜觀光保育中心.mp3
公共設施,D0840,,隘門新村,Ài-mn̂g Sin-tshun,,,,ai munˇ xinˊ cunˊ,,,D0840_隘門新村.mp3
公共設施,D0841,,隘門沙灘,Ài-mn̂g Hái-sua-kinn,,,隘門海沙墘,ai munˇ saˊ tanˊ,,,D0841_隘門沙灘.mp3
公共設施,D0842,,媽宮古城,Má-king Kóo-siânn,,,,maˊ giungˊ guˋ sangˇ,,,D0842_媽宮古城.mp3
公共設施,D0843,,菜園溼地,Tshài-hn̂g Sip-tē,,,,coi ienˇ siibˋ ti,,,D0843_菜園溼地.mp3
公共設施,D0844,,菜宅（小門嶼）,Tshài-the̍h,,,菜宅,coi vugˋ(seuˋ munˇ iˊ),,菜屋,D0844_菜宅（小門嶼）.mp3
公共設施,D0845,,將軍澳嶼,Tsiong-kun-ò-sū,,,,jiong giunˊ o iˊ,,,D0845_將軍澳嶼.mp3
公共設施,D0846,,高雄關稅局馬公支關,Ko-iông Kuan-sè-kio̍k Má-king tsi-kuan,,,,goˊ hiungˇ guanˊ soi kiug maˊ gungˊ ziiˊ guanˊ,,,D0846_高雄關稅局馬公支關.mp3
公共設施,D0847,,馬公機場旅遊服務中心,Má-king Ki-tiûnn Lú-iû Ho̍k-bū Tiong-sim,,,,maˊgungˊ giˊ congˇ liˊ iuˇ fug vu zungˊ ximˊ,,,D0847_馬公機場旅遊服務中心.mp3
公共設施,D0848,,馬公文石書院(魁星樓),"Má-king Bûn-tsio̍h Su-īnn, Khue-sing-lâu",,,,maˊ gungˊ vunˇ sag suˊ ien(kuiˇ senˊ leuˇ),,,D0848_馬公文石書院(魁星樓).mp3
公共設施,D0849,,青螺沙嘴,Tshinn-lê Sua-tshuì,,,,qiangˊ loˇ saˊ zuiˋ,,青螺沙觜,D0849_青螺沙嘴.mp3
公共設施,D0850,,虎井柱狀玄武岩,Hóo-tsínn Hiân-bú-gâm,,,虎井玄武岩,fuˋ jiangˋ cuˊ cong hienˇ vuˋ ngamˇ,,,D0850_虎井柱狀玄武岩.mp3
公共設施,D0851,,武聖殿,Bú-sìng-tiān,,,,vuˋ siin tien,,,D0851_武聖殿.mp3
公共設施,D0852,,沙尾（吉貝嶼）,Sua-bé,,,沙尾,saˊ miˊ(gidˋ bi iˊ),,,D0852_沙尾（吉貝嶼）.mp3
公共設施,D0853,,西瀛勝境(西瀛勝境牌樓),Se-îng Sìng-kíng,,,,xiˊ inˇ siin gin (xiˊinˇ siin gin paiˇ leuˇ ),,,D0853_西瀛勝境(西瀛勝境牌樓).mp3
公共設施,D0854,,西瀛虹橋,Se-îng Hông-kiô,,,,xiˊ inˇ fungˇ kieuˇ,,,D0854_西瀛虹橋.mp3
公共設施,D0855,,西吉嶼,Sai-kiat-sū,,,,xiˊ gidˋ iˊ,,,D0855_西吉嶼.mp3
公共設施,D0856,,四眼井,Sì-khang-tsínn,,,四空井,xi mugˋ jiangˋ,,四目井,D0856_四眼井.mp3
公共設施,D0857,,木魚石敢當,Bo̍k-hû Tsio̍h-kánn-tòng,,,,mugˋ ngˇ sag gamˋ dongˊ,,,D0857_木魚石敢當.mp3
公共設施,D0858,,小池角石雕公園,Sió-tî-kak Tsio̍h-tiau Kong-hn̂g,,,,seuˋ ciiˇ gogˋ sag diauˊ gungˊ ienˇ,,,D0858_小池角石雕公園.mp3
公共設施,D0859,,小白沙嶼,Sió-pe̍h-sua-sū,,,,seuˋ pag saˊ iˊ,,,D0859_小白沙嶼.mp3
公共設施,D0860,,大菓葉柱狀玄武岩,Tūa-ké-hio̍h Hiân-bú-gâm,,,大菓葉玄武岩,tai goˋ iab cuˊcong hienˇ vuˋ ngamˇ,,,D0860_大葉柱狀玄武岩.mp3
公共設施,D0861,,上帝廟,Siōng-tè-biō,,,,song di meu,,,D0861_上帝廟.mp3
公共設施,D0862,,九孔休閒漁業區,Káu-kháng-tî (Tuā-káng),,,九孔池（大港）,giuˋ kungˋ hiuˊ hanˇ ngˇ ngiab kiˊ,,,D0862_九孔休閒漁業區.mp3
公共設施,D0863,,新山水庫,Sin-san Tsuí-khòo,,,又稱Sin-suann-khut（新山窟）,xinˊ sanˊ suiˋ ku,,,D0863_新山水庫.mp3
公共設施,D0864,,西勢水庫,Sai-sì Tsuí-khòo,,,,xiˊ sii suiˋ ku,,,D0864_西勢水庫.mp3
公共設施,D0865,,翡翠水庫,Huí-tshuì Tsuí-khòo,,,,fiˋ cui suiˋ ku,,,D0865_翡翠水庫.mp3
公共設施,D0866,,阿玉壩,A-gio̍k-pà,,,,aˊ ngiug ba,,,D0866_阿玉壩.mp3
公共設施,D0867,,羅好壩,Lâ-háu-pà,,,哪哮壩,loˇ hoˋ ba,,,D0867_羅好壩.mp3
公共設施,D0868,,桂山壩,Kuì-san-pà,,,,gui sanˊ ba,,,D0868_桂山壩.mp3
公共設施,D0869,,粗坑壩,Tshoo-khinn-pà,,,,cuˊ hangˊ ba,,,D0869_粗坑壩.mp3
公共設施,D0870,,直潭壩,Ti̍t-thâm-pà,,,,ciid tamˇ ba,,,D0870_直潭壩.mp3
公共設施,D0871,,青潭堰,Tshing-thâm-iàn,,,,qiangˊ tamˇ ien,,,D0871_青潭堰.mp3
公共設施,D0872,,榮華壩,Îng-huâ-pà,,,,iungˇ faˇ ba,,,D0872_榮華壩.mp3
公共設施,D0873,,石門水庫,Tsio̍h-mn̂g Tsuí-khòo,,,,sag munˇ suiˋ ku,,,D0873_石門水庫.mp3
公共設施,D0874,,鳶山堰,Iân-san-iàn,,,,ienˊ sanˊ ien,,,D0874_鳶山堰.mp3
公共設施,D0875,,羅東攔河堰,Lô-tong Lân-hô-iàn,,,攔河堰亦稱「閘水壩」（tsa̍h-tsuí-pà）,loˇ dungˊ lanˇ loˇ ien,,,D0875_羅東攔河堰.mp3
公共設施,D0876,,寶山水庫,Pó-san Tsuí-khòo,,,,boˋ sanˊ suiˋ ku,,,D0876_寶山水庫.mp3
公共設施,D0877,,寶山第二水庫,Pó-san Tē-jī Tsuí-khòo,,,,boˋ sanˊ ti ngi suiˋ ku,,,D0877_寶山第二水庫.mp3
公共設施,D0878,,隆恩堰,Liông-un-iàn,,,,lungˇ enˊ ien,,,D0878_隆恩堰.mp3
公共設施,D0879,,大埔水庫,Tuā-poo Tsuí-khòo,,,,tai puˊ suiˋ ku,,,D0879_大埔水庫.mp3
公共設施,D0880,,劍潭水庫,Kiàm-thâm Tsuí-khòo,,,,giam tamˇ suiˋ ku,,,D0880_劍潭水庫.mp3
公共設施,D0881,,永和山水庫,Íng-hô-san Tsuí-khòo,,,,iunˋ foˇ sanˊ suiˋ ku,,,D0881_永和山水庫.mp3
公共設施,D0882,,明德水庫,Bîng-tik Tsuí-khòo,,,,minˇ dedˋ suiˋ ku,,,D0882_明德水庫.mp3
公共設施,D0883,,鯉魚潭水庫,Lí-hî-thâm Tsuí-khòo,,,,liˊ ngˇ tamˇ suiˋ ku,,,D0883_鯉魚潭水庫.mp3
公共設施,D0884,,士林攔河堰,Sū-lîm Lân-hô-iàn,,,攔河堰亦稱「閘水壩」（tsa̍h-tsuí-pà）,sii limˇ lanˇ hoˇ ien,,,D0884_士林攔河堰.mp3
公共設施,D0885,,德基水庫,Tik-ki Tsuí-khòo,,,,dedˋ giˊ suiˋ ku,,,D0885_德基水庫.mp3
公共設施,D0886,,青山壩,Tshing-san-pà,,,,qiangˊ sanˊ ba,,,D0886_青山壩.mp3
公共設施,D0887,,谷關水庫,Kok-kuan Tsuí-khòo,,,,gugˋ guanˊ suiˋ ku,,,D0887_谷關水庫.mp3
公共設施,D0888,,天輪壩,Thian-lûn-pà,,,,tienˊ lunˇ ba,,,D0888_天輪壩.mp3
公共設施,D0889,,馬鞍壩,Má-an-pà,,,,maˊ onˊ ba,,,D0889_馬鞍壩.mp3
公共設施,D0890,,石岡壩,Tsio̍h-kng-pà,,,,sag gongˊ ba,,,D0890_石岡壩.mp3
公共設施,D0891,,霧社水庫,Bū-siā Tsuí-khòo,,,,vu sa suiˋ ku,,,D0891_霧社水庫.mp3
公共設施,D0892,,武界壩,Bú-kài-pà,,,,vuˋ gie ba,,,D0892_武界壩.mp3
公共設施,D0893,,日月潭水庫,Ji̍t-gua̍t-thâm Tsuí-khòo,,,,ngidˋ nged tamˇ suiˋ ku,,,D0893_日月潭水庫.mp3
公共設施,D0894,,明湖下池水庫,Bîng-ôo Ē-tî Tsuí-khòo,,,,minˇ fuˇ haˊ ciiˇ suiˋku,,,D0894_明湖下池水庫.mp3
公共設施,D0895,,明潭下池水庫,Bîng-thâm Ē-tî Tsuí-khòo,,,,minˇ tamˇ haˊ ciiˇ suiˋ ku,,,D0895_明潭下池水庫.mp3
公共設施,D0896,,銃櫃壩,Tshìng-kuī-pà,,,,cung kui ba,,,D0896_銃櫃壩.mp3
公共設施,D0897,,頭社水庫,Thâu-siā Tsuí-khòo,,,,teuˇ sa suiˋ ku,,,D0897_頭社水庫.mp3
公共設施,D0898,,集集攔河堰,Tsi̍p-tsi̍p Lân-hô-iàn,,,攔河堰亦稱「閘水壩」（tsa̍h-tsuí-pà）,xib xib lanˇ hoˇ ien,,,D0898_集集攔河堰.mp3
公共設施,D0899,,湖山水庫,Oô-suann Tsuí-khòo,,,,fuˇ sanˊ suiˋ ku,,,D0899_湖山水庫.mp3
公共設施,D0900,,內埔子水庫,Lāi-poo-á Tsuí-khòo,,,,nui puˊ eˋ suiˋ ku,,內埔仔水庫,D0900_內埔子水庫.mp3
公共設施,D0901,,仁義潭水庫,Jîn-gī-thâm Tsuí-khòo,,,,inˇ ngi tamˇ suiˋ ku,,,D0901_仁義潭水庫.mp3
公共設施,D0902,,蘭潭水庫,Lân-thâm Tsuí-khòo,,,,lanˇ tamˇ suiˋ ku,,,D0902_蘭潭水庫.mp3
公共設施,D0903,,鹿寮溪水庫,Lo̍k-liâu-khe Tsuí-khòo,,,,lug liauˇ haiˊ suiˋ ku,,,D0903_鹿寮溪水庫.mp3
公共設施,D0904,,白河水庫,Pe̍h-hô Tsuí-khòo,,,,pag hoˇ suiˋ ku,,,D0904_白河水庫.mp3
公共設施,D0905,,尖山埤水庫,Tsiam-suann-pi Tsuí-khòo,,,,jiamˊ sanˊ biˊ suiˋ ku,,尖山陂水庫,D0905_尖山埤水庫.mp3
公共設施,D0906,,德元埤水庫,Tik-guân-pi Tsuí-khòo,,,,dedˋ ngienˇ biˊ suiˋ ku,,德元陂水庫,D0906_德元埤水庫.mp3
公共設施,D0907,,烏山頭水庫,Oo-suann-thâu Tsuí-khòo,,,,vuˊ sanˊ teuˇ suiˋ ku,,,D0907_烏山頭水庫.mp3
公共設施,D0908,,曾文水庫,Tsan-bûn Tsuí-khòo,,,,zenˊ vunˇ suiˋ ku,,,D0908_曾文水庫.mp3
公共設施,D0909,,南化水庫,Lâm-huà Tsuí-khòo,,,,namˇ fa suiˋ ku,,,D0909_南化水庫.mp3
公共設施,D0910,,甲仙攔河堰,Kah-sian Lân-hô-iàn,,,攔河堰亦稱「閘水壩」（tsa̍h-tsuí-pà）,gabˋ xienˊlanˇ hoˇ ien,,,D0910_甲仙攔河堰.mp3
公共設施,D0911,,鏡面水庫,Kiànn-bīn Tsuí-khòo,,,,giang mien suiˋ ku,,,D0911_鏡面水庫.mp3
公共設施,D0912,,玉峰堰,Gi̍k-hong-iàn,,,,ngiug fungˊ ien,,,D0912_玉峰堰.mp3
公共設施,D0913,,鹽水埤水庫,Kiâm-tsuí-pi Tsuí-khòo,,,,hamˇ suiˋbiˊ suiˋ ku,,鹹水陂水庫,D0913_鹽水埤水庫.mp3
公共設施,D0914,,虎頭埤水庫,Hóo-thâu-pi Tsuí-khòo,,,,fuˋ teuˇ biˊsuiˋ ku,,虎頭陂水庫,D0914_虎頭埤水庫.mp3
公共設施,D0915,,阿公店水庫,A-kong-tiàm Tsuí-khòo,,,,aˊ gungˊ diam suiˋ ku,,,D0915_阿公店水庫.mp3
公共設施,D0916,,觀音湖水庫,Kuan-im-ôo Tsuí-khòo,,,,gonˊ inˊ fuˇ suiˋ ku,,,D0916_觀音湖水庫.mp3
公共設施,D0917,,美濃湖水庫,Bi-long-ôo Tsuí-khòo,,,瀰濃湖水庫,miˇ nungˇ fuˇ suiˋ ku,,瀰濃湖水庫,D0917_美濃湖水庫.mp3
公共設施,D0918,,鳳山水庫,Hōng-suann Tsuí-khòo,,,,fung sanˊ suiˋ ku,,,D0918_鳳山水庫.mp3
公共設施,D0919,,澄清湖水庫,Tuā-pi-ôo Tsuí-khòo,,,大埤湖水庫,ciinˇ qinˊ fuˇ suiˋ ku,,,D0919_澄清湖水庫.mp3
公共設施,D0920,,高屏溪攔河堰,Ko-pîng-khe Lân-hô-iàn,,,攔河堰亦稱「閘水壩」（tsa̍h-tsuí-pà）,goˊ pinˇ haiˊ lanˇ hoˇ ien,,,D0920_高屏溪攔河堰.mp3
公共設施,D0921,,牡丹水庫,Bóo-tan Tsuí-khòo,,,,meu danˊ suiˋ ku,,,D0921_牡丹水庫.mp3
公共設施,D0922,,龍鑾潭水庫,Liông-luân-thâm Tsuí-khòo,,,,liungˇ lanˇ tamˇ suiˋ ku,,,D0922_龍鑾潭水庫.mp3
公共設施,D0923,,南溪壩,Lâm-khe-pà,,,,namˇ haiˊ ba,,,D0923_南溪壩.mp3
公共設施,D0924,,溪畔壩,Khe-puānn-pà,,,,haiˊ pan ba,,,D0924_溪畔壩.mp3
公共設施,D0925,,龍溪壩,Liông-khe-pà,,,,liungˇ haiˊ ba,,,D0925_龍溪壩.mp3
公共設施,D0926,,木瓜壩,Bo̍k-kue-pà,,,,mugˋ guaˊ ba,,,D0926_木瓜壩.mp3
公共設施,D0927,,水簾壩,Tsuí-liâm-pà,,,,suiˋ liamˇ ba,,,D0927_水簾壩.mp3
公共設施,D0928,,酬勤水庫,Siû-khîn Tsuí-khòo,,,,cuˇ kiunˇ suiˋ ku,,,D0928_酬勤水庫.mp3
公共設施,D0929,,赤崁地下水庫,Tshiah-khàm Tuē-hā Tsuí-khòo,,,,cagˋ kam ti haˊ suiˋ ku,,,D0929_赤崁地下水庫.mp3
公共設施,D0930,,成功水庫,Sîng-kong Tsuí-khòo,,,,siinˇ gungˊ suiˋ ku,,,D0930_成功水庫.mp3
公共設施,D0931,,興仁水庫,Hing-jîn Tsuí-khòo,,,,hinˊ inˇ suiˋ ku,,,D0931_興仁水庫.mp3
公共設施,D0932,,東衛水庫,Tang-uē Tsuí-khòo,,,,dungˊ vi suiˋ ku,,,D0932_東衛水庫.mp3
公共設施,D0933,,小池水庫,Sió-tî-kak Tsuí-khòo,,,,seuˋ ciiˇ suiˋ ku,,,D0933_小池水庫.mp3
公共設施,D0934,,西安水庫,Sai-uann Tsuí-khòo,,,,xiˊ onˊ suiˋ ku,,,D0934_西安水庫.mp3
公共設施,D0935,,烏溝蓄水塘,Oo-kau Thiok-tsuí-tn̂g,,,,vuˊ gieuˊ hiugˋ suiˋ tongˇ,,,D0935_烏溝蓄水塘.mp3
公共設施,D0936,,七美水庫,Tshit-bí Tsuí-khòo,,,,qidˋ miˊ suiˋ ku,,,D0936_七美水庫.mp3
公共設施,D0937,,烏石漁港,Oo-tsio̍h Hî-káng,,,,vuˊ sag ngˇ gongˋ,,,D0937_烏石漁港.mp3
公共設施,D0938,,南方澳漁港,Lâm-hong-ò Hî-káng,,,「南方澳」也讀成Lâm-hong-ò-á或Lâm-mng-ò-á,namˇ fongˊ o ngˇ gongˋ,,,D0938_南方澳漁港.mp3
公共設施,D0939,,石城漁港,Tsio̍h-siânn-á Hî-káng,,,,sag sangˇ ngˇ gongˋ,,,D0939_石城漁港.mp3
公共設施,D0940,,桶盤堀漁港,Tháng-puânn-khut Hî-káng,,,,tungˋ panˇ fudˋ ngˇ gongˋ,,,D0940_桶盤堀漁港.mp3
公共設施,D0941,,大里漁港,Tāi-lí Hî-káng,,,,tai liˊ ngˇ gongˋ,,,D0941_大里漁港.mp3
公共設施,D0942,,蕃薯寮漁港,Han-tsî-liâu Hî-káng,,,,fanˊ suˇ liauˇ ngˇ gongˋ,,,D0942_蕃薯寮漁港.mp3
公共設施,D0943,,大溪漁港,Tuā-khe Hî-káng,,,,tai haiˊ ngˇ gongˋ,,,D0943_大溪漁港.mp3
